episode,total_reward,actor_loss,critic_loss
244,1322.0,-0.003783637013839325,361.43487548828125
245,1682.0,-0.003303405677018288,512.9452514648438
246,1757.0,-0.0035309452671624187,395.3311462402344
247,1675.0,-0.0034586021003113793,423.8119201660156
248,1446.0,-0.003964925930111869,414.4132080078125
249,1582.0,-0.0035365609019208932,353.4439392089844
250,1351.0,-0.004507183840490013,327.08929443359375
251,1526.0,-0.0037516063283484463,422.0087585449219
252,1531.0,-0.004407596580546981,409.1247253417969
253,1608.0,-0.005168185905599135,410.4884033203125
254,1705.0,-0.003454917958151782,392.93780517578125
255,1729.0,-0.002979069651441283,435.4355773925781
256,1566.0,-0.0034986988570640926,367.57476806640625
257,1998.0,-0.003464903526037233,466.9886169433594
258,1602.0,-0.00348528017847067,379.85205078125
259,1569.0,-0.003461073402442188,358.7296142578125
260,1745.0,-0.003562820573019313,440.30804443359375
261,1555.0,-0.0035584934885264374,392.333740234375
262,2045.0,-0.0036080156291323612,558.1260375976562
263,1687.0,-0.0038427374594383374,383.8961486816406
264,1476.0,-0.003951573854075312,322.8065185546875
265,1677.0,-0.003949498811250253,462.60858154296875
266,1429.0,-0.0035498744146025274,344.21026611328125
267,1634.0,-0.0027402570049162023,423.2901916503906
268,1860.0,-0.003277403204525139,477.43768310546875
269,1776.0,-0.0032536030173235175,435.5478210449219
270,1570.0,-0.003196756609343408,409.166748046875
271,1710.0,-0.0029280492825429455,365.0198974609375
272,1660.0,-0.0033818265572855516,424.3083801269531
273,1696.0,-0.003117584892866684,423.84637451171875
274,1790.0,-0.003010754070211468,477.9400939941406
275,1581.0,-0.003466816585777061,376.0228271484375
276,1717.0,-0.0028586840495076365,337.4523620605469
277,1395.0,-0.002819184878067712,338.1580505371094
278,1805.0,-0.00330763460338598,429.310791015625
279,1416.0,-0.0027850983684142455,388.56365966796875
280,1697.0,-0.0030190007476319025,363.08380126953125
281,1859.0,-0.0041775309101857215,427.4981384277344
282,1626.0,-0.0031473868605514455,342.2641906738281
283,1875.0,-0.003232640068225529,482.9597473144531
284,1497.0,-0.004926152329582172,375.3908996582031
285,1647.0,-0.004819405446791539,342.5360412597656
286,1707.0,-0.0032215241434252156,425.6754455566406
287,1746.0,-0.003235036038989035,476.27032470703125
288,1404.0,-0.0039993389179601635,293.56878662109375
289,1503.0,-0.0038306279400006004,367.43896484375
290,1727.0,-0.0029781183742930545,412.53057861328125
291,1644.0,-0.0031827150295222445,455.32330322265625
292,1397.0,-0.0037073537761378767,368.3128356933594
293,1612.0,-0.0032899018367191146,408.9147644042969
294,1643.0,-0.003499590881671923,446.4051208496094
295,1666.0,-0.003444209447479807,412.4919738769531
296,1513.0,-0.004798682274018314,374.4217834472656
297,1297.0,-0.0046759794063940974,320.0195617675781
298,1748.0,-0.003604231348747687,490.9460754394531
299,1524.0,-0.0034953409516934437,322.70849609375
300,1728.0,-0.00396980531747561,425.27130126953125
301,1638.0,-0.003921022089343751,373.08233642578125
302,1836.0,-0.0033372376565239392,440.8670959472656
303,1845.0,-0.0031310276473439963,452.8928527832031
304,1682.0,-0.003248652852822228,371.2127380371094
305,1376.0,-0.003487241142595719,351.9554138183594
306,1703.0,-0.00309085219071546,404.353759765625
307,1505.0,-0.0035238798334051224,343.82574462890625
308,1687.0,-0.0035358177249560996,447.7877197265625
309,1594.0,-0.0037028322393390617,426.2442932128906
310,1613.0,-0.003832590942433204,519.5897216796875
311,1736.0,-0.003987533855511823,379.3786926269531
312,1713.0,-0.00441157276613272,526.399169921875
313,1832.0,-0.0032621153004583903,408.4962463378906
314,1580.0,-0.004440718742054222,398.6324157714844
315,1739.0,-0.004184171916027221,424.3860778808594
316,1616.0,-0.0038389046468572424,490.5731201171875
317,1665.0,-0.0030154426627372493,401.4142761230469
318,1574.0,-0.003126406457990275,450.1097412109375
319,1856.0,-0.00340368545948877,503.97320556640625
320,1685.0,-0.004090608852233605,464.7223205566406
321,1308.0,-0.0031162643395613748,361.62744140625
322,1718.0,-0.0036269973128842787,366.749267578125
323,1703.0,-0.00416702674660233,405.34893798828125
324,1536.0,-0.003508782526556128,334.6505432128906
325,1676.0,-0.003828288396107382,356.41680908203125
326,1757.0,-0.003560634033419774,496.8790283203125
327,1577.0,-0.003023214991896696,388.8501892089844
328,1679.0,-0.0033460877374246983,436.8663330078125
329,1671.0,-0.003370879767317092,435.0517272949219
330,1541.0,-0.0036951519193410476,354.0709228515625
331,1586.0,-0.003554339063807025,384.596435546875
332,1841.0,-0.003359105171901839,442.0191650390625
333,1556.0,-0.003874389689112182,345.4120178222656
334,1790.0,-0.002878708923162776,435.9784851074219
335,1643.0,-0.0037577867650335456,410.18511962890625
336,1569.0,-0.00384122001326302,346.4163513183594
337,1658.0,-0.004955083382550843,457.9335632324219
338,1643.0,-0.004189784205144471,345.57861328125
339,1628.0,-0.0028158057981012724,437.3813781738281
340,1698.0,-0.003497600368323869,412.1387023925781
341,1493.0,-0.00365866817290745,301.0367431640625
342,1403.0,-0.0030746825868845917,405.7153015136719
343,1400.0,-0.0029801200492199443,380.49365234375
344,1517.0,-0.0031736219765921953,435.55767822265625
345,1550.0,-0.00314847494298322,330.7289733886719
346,1841.0,-0.003376337193393348,468.5503234863281
347,1812.0,-0.0037393009596209076,461.9767761230469
348,1644.0,-0.0029790792229635243,349.05572509765625
349,1475.0,-0.0031701199759481824,328.1923522949219
350,1550.0,-0.00350550324505353,361.9949035644531
351,1631.0,-0.0029344128410489895,361.850341796875
352,1607.0,-0.003510983027029267,331.070068359375
353,1511.0,-0.0028470487710105124,388.3998718261719
354,1644.0,-0.0032213481016307405,477.7757568359375
355,1628.0,-0.0028241788336994694,344.3324890136719
356,1647.0,-0.0032486872000195683,361.63201904296875
357,1723.0,-0.0032566547405232476,424.42620849609375
358,1724.0,-0.002963549078101226,422.934814453125
359,1397.0,-0.0034547532943958814,297.29486083984375
360,1715.0,-0.0030789896528793698,400.5633544921875
361,1715.0,-0.003155908900225768,350.4354553222656
362,1661.0,-0.003590442717333125,372.168701171875
363,1758.0,-0.003952579698566946,404.345947265625
364,1949.0,-0.003692400669933704,495.9446105957031
365,1655.0,-0.0032068314989633757,316.4814453125
366,1718.0,-0.003722213889237277,365.8869934082031
367,1485.0,-0.003114568053726024,363.56268310546875
368,1577.0,-0.00338821028786437,357.4478454589844
369,1819.0,-0.0029662098321361035,421.529541015625
370,1670.0,-0.00349705083187603,352.13519287109375
371,1706.0,-0.004053505583215156,390.19793701171875
372,1511.0,-0.0038328692145504256,364.0657043457031
373,1640.0,-0.002498731729766795,333.56494140625
374,1670.0,-0.0031564746676459826,345.3469543457031
375,1592.0,-0.0030263848810656263,359.3559875488281
376,1559.0,-0.0030491619932685615,444.2785339355469
377,1515.0,-0.0029870226428881453,429.112548828125
378,1793.0,-0.0033594449261207565,408.536376953125
379,1751.0,-0.0034237745320362073,424.3023681640625
380,1676.0,-0.003956428104564631,460.88232421875
381,1628.0,-0.0032875758718416493,385.1995544433594
382,1878.0,-0.0039262188320208224,405.4990234375
383,1595.0,-0.0038504043376243707,544.1702880859375
384,1787.0,-0.003163442431286967,420.614990234375
385,2018.0,-0.0034005719367736936,524.7334594726562
386,1877.0,-0.0035833650358004627,455.268310546875
387,1796.0,-0.003925464746706504,425.0406799316406
388,1623.0,-0.004039304515962223,308.1328125
389,1841.0,-0.0039367669360217405,533.1448974609375
390,1877.0,-0.0040875471090008175,451.94036865234375
391,1841.0,-0.0036004419401121724,438.2487487792969
392,1565.0,-0.004421675844631474,361.6890869140625
393,1934.0,-0.0037454265262307934,480.6091613769531
394,1358.0,-0.0033701451816991073,301.0462951660156
395,1608.0,-0.0038089376292711158,329.7003479003906
396,1670.0,-0.0033790839591217392,414.2970886230469
397,1703.0,-0.004055956720549148,345.2315979003906
398,1802.0,-0.0038112870471585275,403.94775390625
399,1886.0,-0.003899660618377051,489.9953918457031
400,1540.0,-0.0037680532586819027,342.303466796875
401,1826.0,-0.003919909415084736,465.34710693359375
402,1769.0,-0.0036542137201779823,425.2560119628906
403,1727.0,-0.00405455813233857,431.175537109375
404,1715.0,-0.0035154205202811034,449.60491943359375
405,1941.0,-0.004171414050558399,524.0003662109375
406,1583.0,-0.003129981076589112,391.93902587890625
407,1733.0,-0.0027818256574911565,379.2633972167969
408,1590.0,-0.003529982837530302,392.36181640625
409,1881.0,-0.003140300370172814,467.2871398925781
410,1700.0,-0.003260294078115424,423.5375061035156
411,1781.0,-0.0038098632581490426,427.0613708496094
412,1628.0,-0.0032301921772679115,367.69293212890625
413,1929.0,-0.0034166848020374474,529.906494140625
414,1737.0,-0.003049777257859075,371.4724426269531
415,1874.0,-0.0035500342510204064,480.1767883300781
416,1637.0,-0.004021446706246934,399.9085693359375
417,1772.0,-0.004156964692291305,346.60211181640625
418,1421.0,-0.0038535311869054567,360.420166015625
419,1547.0,-0.0031280823230710147,334.3455505371094
420,1670.0,-0.004194542262017161,432.13714599609375
421,1659.0,-0.004168881538524667,430.80548095703125
422,1637.0,-0.003962075681556598,385.80352783203125
423,1706.0,-0.004412996364927884,364.7283935546875
424,1895.0,-0.004546588942633077,531.6172485351562
425,1513.0,-0.003828250481741894,399.9269714355469
426,1487.0,-0.0035045562583815937,426.6992492675781
427,1634.0,-0.004140454074721285,364.0381774902344
428,1695.0,-0.00429914311540155,458.0733947753906
429,1599.0,-0.003724862763842144,356.1608581542969
430,1673.0,-0.0035243670984397924,362.1130676269531
431,1841.0,-0.0033007164742489942,420.3631286621094
432,1550.0,-0.0037499890375849126,335.0055847167969
433,1723.0,-0.002882974604030356,452.02972412109375
434,1865.0,-0.003579799969104767,483.00714111328125
435,1743.0,-0.0032765419139520547,379.97918701171875
436,1958.0,-0.0035373128227677497,558.78759765625
437,1764.0,-0.004277853080436346,434.128662109375
438,1793.0,-0.0033131342443084577,390.0850830078125
439,1782.0,-0.003451508353984017,386.0755310058594
440,1604.0,-0.003460837635689781,382.3141174316406
441,1718.0,-0.0034366352054868393,454.9977722167969
442,1670.0,-0.0030002348256467875,338.11639404296875
443,1427.0,-0.0030366296814463567,289.8321838378906
444,1463.0,-0.003414966390794559,361.1936950683594
445,1689.0,-0.0037272482820428976,348.349853515625
446,1646.0,-0.003339598225336106,373.02239990234375
447,1578.0,-0.00389780683144636,417.4375915527344
448,1532.0,-0.0036819355448512526,345.0931091308594
449,1529.0,-0.003188059338364318,347.2442321777344
450,1566.0,-0.003919517820187528,363.2957458496094
451,1718.0,-0.003427410170843359,406.25146484375
452,1706.0,-0.004112208457887131,376.3561096191406
453,1535.0,-0.0047085005667863045,315.81317138671875
454,1470.0,-0.0035731666082158752,324.8679504394531
455,2021.0,-0.003537762859455792,472.6882019042969
456,1439.0,-0.003483086189070101,423.0110168457031
457,1610.0,-0.0032461163001633914,392.5585632324219
458,1848.0,-0.0036989736659701782,502.4971923828125
459,1488.0,-0.004270314676562391,383.5689392089844
460,1421.0,-0.003714715819504428,380.3847351074219
461,1625.0,-0.0034143647759005296,321.3863525390625
462,1736.0,-0.0030529996092809597,355.57769775390625
463,1662.0,-0.003513783677720182,393.65692138671875
464,1607.0,-0.0035546524029216797,323.2776794433594
465,1659.0,-0.00357780905999659,404.5379333496094
466,1550.0,-0.003405949109427248,423.1613464355469
467,1673.0,-0.003583894472675248,408.9078063964844
468,1586.0,-0.004309246767531606,387.33441162109375
469,1619.0,-0.0034514063403808643,408.4054870605469
470,1835.0,-0.0035703233856371037,367.3863525390625
471,1709.0,-0.004074615358799097,299.7247619628906
472,1632.0,-0.0041006432308807106,392.03778076171875
473,1685.0,-0.0031355017417808995,441.8887634277344
474,1760.0,-0.003463249757779912,363.3166198730469
475,1673.0,-0.0035835890443455093,374.7904968261719
476,1292.0,-0.0041169140671887105,348.9819641113281
477,1457.0,-0.004305835105177331,365.5636901855469
478,1679.0,-0.003943518090506716,382.9756164550781
479,1574.0,-0.004469407936994685,329.0318603515625
480,1739.0,-0.004109819880925768,382.295166015625
481,1868.0,-0.003801586124089746,390.98919677734375
482,1821.0,-0.004163588681227078,465.7977294921875
483,1506.0,-0.0034923502511706567,350.1265869140625
484,1716.0,-0.003945790236295059,371.2539978027344
485,1682.0,-0.004034383667853295,420.792724609375
486,1661.0,-0.004275522587704472,468.9180908203125
487,1625.0,-0.0034352467124075963,347.96453857421875
488,1538.0,-0.0035378564030647147,304.88018798828125
489,1653.0,-0.003834133441029865,406.9462890625
490,1476.0,-0.0037522447741399185,418.0190124511719
491,1502.0,-0.0033699515468989766,408.9366455078125
492,1745.0,-0.002888962096351731,410.2869567871094
493,1529.0,-0.0034143819201355135,348.1113586425781
494,1775.0,-0.0037628183979125296,425.2542419433594
495,1742.0,-0.003132599496633962,384.4485168457031
496,1664.0,-0.0036537230477863758,341.153076171875
497,1493.0,-0.0037248633525450714,331.09521484375
498,1682.0,-0.003324019947155778,324.86248779296875
499,1778.0,-0.003964706535173589,428.86383056640625
500,1805.0,-0.003819627601582657,444.4640197753906
501,1677.0,-0.003617692087573232,368.0998229980469
502,1662.0,-0.0034573402023982324,383.0099182128906
503,1931.0,-0.0029652219525035306,407.3274230957031
504,1691.0,-0.0031482284375670133,406.51544189453125
505,1620.0,-0.003533115978695735,333.6246032714844
506,1628.0,-0.0031536778663264287,403.59539794921875
507,1727.0,-0.0039010161544865696,465.7734069824219
508,1496.0,-0.0033395552081856295,309.4140319824219
509,1526.0,-0.0037713393480121988,344.685302734375
510,1751.0,-0.003166969003099699,350.37884521484375
511,1784.0,-0.0034653566275924925,393.2333068847656
512,1520.0,-0.00318857881263414,354.42523193359375
513,1719.0,-0.003438537071425734,330.2115478515625
514,1586.0,-0.0037774476763193627,308.10870361328125
515,1973.0,-0.0029074530749702327,468.2698974609375
516,1667.0,-0.003610536760399035,321.2752990722656
517,1804.0,-0.0035891249170682776,330.96142578125
518,1406.0,-0.0037472822627283415,373.4093322753906
519,1379.0,-0.003626578378576336,290.4874572753906
520,1596.0,-0.0041045764823398456,314.7478332519531
521,1582.0,-0.003407808740251182,330.68902587890625
522,1607.0,-0.003080067196476323,384.13543701171875
523,1623.0,-0.0031662020168628908,397.3316650390625
524,1782.0,-0.003127259019103284,371.6214599609375
525,1551.0,-0.0033321179733840317,353.9298095703125
526,1800.0,-0.003463508643108071,385.23370361328125
527,1533.0,-0.00402368569367744,313.6754455566406
528,1427.0,-0.0034170242784706977,234.36959838867188
529,1934.0,-0.0025777814425964607,420.72943115234375
530,1916.0,-0.0029877959906506085,391.4668884277344
531,1673.0,-0.003100591394156384,352.4951477050781
532,1772.0,-0.0029961287701943157,374.1600341796875
533,1487.0,-0.003065358170065987,299.47943115234375
534,1613.0,-0.0030420055952293168,358.3854064941406
535,1844.0,-0.003080564670459093,400.1247253417969
536,1862.0,-0.0031484190455687766,434.3188781738281
537,1604.0,-0.002831978151464552,384.0164794921875
538,1622.0,-0.0030403506947810194,359.0147705078125
539,1610.0,-0.002855637507049583,325.3865966796875
540,1532.0,-0.0033828069876368056,329.99542236328125
541,1694.0,-0.0034355404085155378,399.1299133300781
542,1715.0,-0.003285346281960041,336.34429931640625
543,1601.0,-0.003543430799514421,356.2080078125
544,1655.0,-0.0031261755211744457,461.9128112792969
545,1776.0,-0.003241595291131359,354.98370361328125
546,1649.0,-0.003488558443937758,378.44134521484375
547,1836.0,-0.003297651708765313,361.77655029296875
548,1694.0,-0.0030920421478575527,363.48883056640625
549,1769.0,-0.0033028715193462893,382.3143615722656
550,1739.0,-0.00399264699080959,366.4784240722656
551,1784.0,-0.004204414833111514,361.04510498046875
552,1853.0,-0.0029872163577238098,419.20440673828125
